species	superkingdom	phylum	class	order	family
syntrophorhabdus_aromaticivorans	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophorhabdaceae
marihabitans_asiaticum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae
deinococcus_radiodurans	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae
propionivibrio_limicola	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae
chlorobium_limicola	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae
legionella_lansingensis	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
clostridium_nexile	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
petrotoga_mexicana	Bacteria	Thermotogae	Thermotogae	Petrotogales	None
alkalibacterium_pelagium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae
actinomadura_catellatispora	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae
marinobacter_gudaonensis	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
desulfovibrio_aminophilus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
eggerthia_catenaformis	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
pseudoalteromonas_citrea	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
bacillus_marisflavi	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
haloterrigena_hispanica	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
thermaerobacter_nagasakiensis	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis
methylophaga_sulfidovorans	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae
thauera_aromatica	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae
acetobacter_senegalensis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
mariprofundus_ferrooxydans	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae
lechevalieria_deserti	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
enterobacter_helveticus	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
streptomyces_polyantibioticus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
staphylococcus_epidermidis	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
clostridium_perfringens	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
moellerella_wisconsensis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae
intrasporangium_chromatireducens	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae
bacillus_salarius	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
trueperella_bialowiezense	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae
promicromonospora_xylanilytica	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae
psychrobacillus_insolitus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
algibacter_lectus	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
mycobacterium_neworleansense	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
shinella_fusca	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae
amycolatopsis_nigrescens	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
arthrobacter_nasiphocae	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
sphingopyxis_marina	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
mycobacterium_agri	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
luteimonas_aestuarii	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
actinokineospora_enzanensis	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
sulfuritalea_hydrogenivorans	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae
actinomyces_radingae	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae
desulfovibrio_idahonensis	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
pseudomonas_caeni	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
exiguobacterium_soli	Bacteria	Firmicutes	Bacilli	Bacillales	None
rhodoplanes_mangalorensis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae
sphingomonas_aerolata	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
nocardiopsis_chromatogenes	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
photobacterium_aphoticum	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
porphyrobacter_sanguineus	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
vibrio_neptunius	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
sphingobacterium_thalpophilum	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
macrococcus_equipercicus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
nocardiopsis_kunsanensis	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
sulfitobacter_delicatus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
proteus_morganii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae
cellulosimicrobium_terreum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae
gracilibacillus_halotolerans	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
marinobacter_sediminum	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
demequina_lutea	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
saccharomonospora_xinjiangensis	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
lactobacillus_hamsteri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
neisseria_sicca	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae
myroides_phaeus	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
dietzia_alimentaria	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae
streptomyces_griseoluteus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
rhodomicrobium_vannielii	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae
plantibacter_auratus	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
dictyoglomus_turgidum	Bacteria	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae
lactobacillus_selangorensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
propionimicrobium_lymphophilum	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae
gordonia_rubropertincta	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae
bavariicoccus_seileri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae
roseomonas_ludipueritiae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
lactobacillus_cacaonum	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
larkinella_arboricola	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae
prevotella_falsenii	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
ruminococcus_albus	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
ralstonia_solanacearum	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
zeaxanthinibacter_enoshimensis	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
azoarcus_anaerobius	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae
shewanella_frigidimarina	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae
bartonella_silvatica	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae
eubacterium_fissicatena	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
streptococcus_pseudoporcinus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
hirschia_baltica	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae
melittangium_boletus	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae
roseomonas_pecuniae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
lysobacter_koreensis	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
jeotgalibacillus_soli	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
arthrobacter_defluvii	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
thiofaba_tepidiphila	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Halothiobacillaceae
clostridium_chromiireducens	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
paenibacillus_woosongensis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
microbacterium_imperiale	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
tepidibacter_formicigenes	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
citrobacter_gillenii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
pedobacter_soli	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
bacillus_timonensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
legionella_oakridgensis	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
pedobacter_oryzae	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
thermosynechococcus_elongatus	Bacteria	Cyanobacteria	None	Synechococcales	Synechococcaceae
streptomyces_inusitatus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
thiorhodococcus_kakinadensis	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae
vibrio_breoganii	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
deinococcus_radiopugnans	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae
bizionia_echini	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
pasteurella_aerogenes	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae
kitasatospora_viridis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
caldithrix_abyssi	Bacteria	Calditrichaeota	Calditrichae	Calditrichales	Calditrichaceae
desulfotomaculum_halophilum	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae
providencia_stuartii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae
kitasatospora_sampliensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
mycobacterium_psychrotolerans	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
methylosinus_trichosporium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae
kurthia_zopfii	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
glycomyces_algeriensis	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae
brevibacterium_iodinum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae
micromonospora_rifamycinica	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
propionibacterium_australiense	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae
streptomyces_roseiscleroticus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
streptomyces_decoyicus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
piscibacillus_salipiscarius	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
halomonas_halodenitrificans	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
streptomyces_griseoruber	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
asanoa_hainanensis	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
asaia_platycodi	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
halomonas_salina	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
acinetobacter_beijerinckii	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
corynebacterium_auris	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
flammeovirga_aprica	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
riemerella_anatipestifer	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
halobacillus_faecis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
actinoplanes_campanulatus	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
lactobacillus_amylolyticus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
rhodovulum_marinum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
erysipelothrix_tonsillarum	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
leminorella_grimontii	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae
burkholderia_terricola	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae
brachymonas_chironomi	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
rhodopseudomonas_pseudopalustris	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
comamonas_denitrificans	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
moraxella_catarrhalis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
clostridium_chauvoei	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
cryptosporangium_aurantiacum	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae
mycobacterium_elephantis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
sanguibacter_keddieii	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae
micromonospora_saelicesensis	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
lactobacillus_camelliae	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
roseovarius_nubinhibens	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
desulfacinum_infernum	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae
streptococcus_gallolyticus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
natrialba_taiwanensis	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae
chromohalobacter_israelensis	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
desulfobacula_toluolica	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
microbacterium_paludicola	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
dyella_thiooxydans	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae
clostridium_thiosulfatireducens	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
thalassobaculum_litoreum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
streptomyces_rameus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
sphingomonas_dokdonensis	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
halomonas_pacifica	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
cardiobacterium_hominis	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae
methanospirillum_hungatii	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae
kosmotoga_olearia	Bacteria	Thermotogae	Thermotogae	Kosmotogales	Kosmotogaceae
nocardia_africana	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
sulfurospirillum_barnesii	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae
thermonema_lapsum	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Thermonemataceae
thalassobacillus_devorans	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
mycobacterium_koreense	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
photobacterium_indicum	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
microbacterium_arabinogalactanolyticum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
cellulomonas_biazotea	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae
staphylococcus_succinus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
francisella_hispaniensis	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae
comamonas_badia	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
treponema_isoptericolens	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae
streptomyces_labedae	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
lactobacillus_agilis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
sphingobacterium_multivorum	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae
desulfovibrio_halophilus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
alkalibacter_saccharofermentans	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae
psychromonas_kaikoae	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae
neisseria_macacae	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae
kocuria_turfanensis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
bifidobacterium_catenulatum	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae
prevotella_bivia	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
streptomyces_flaveolus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
bacillus_nanhaiensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
tranquillimonas_alkanivorans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
halococcus_salifodinae	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae
citrobacter_rodentium	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
arthrobacter_creatinolyticus	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
acetobacter_pasteurianus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
murinocardiopsis_flavida	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae
polaribacter_glomeratus	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
actinomadura_meridiana	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae
ornithinibacillus_contaminans	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
nocardioides_oleivorans	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
congregibacter_litoralis	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae
moraxella_(branhamella)	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
bacteroides_stercoris	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
ureibacillus_thermophilus	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
bizionia_argentinensis	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
enterorhabdus_caecimuris	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
brevundimonas_staleyi	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae
pseudomonas_frederiksbergensis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
methanococcoides_alaskense	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae
rheinheimera_chironomi	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae
parvibaculum_lavamentivorans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae
chryseobacterium_scophthalmum	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
