species	superkingdom	phylum	class	order	family
clostridium_paraputrificum	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
magnetospirillum_bellicus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae
leptospira_santarosai	Bacteria	Spirochaetes	Spirochaetia	None	Leptospiraceae
amycolatopsis_rubida	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
tumebacillus_permanentifrigoris	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae
telmatobacter_bradus	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae
streptomyces_luteireticuli	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
paenibacillus_taichungensis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
gemella_morbillorum	Bacteria	Firmicutes	Bacilli	Bacillales	None
weissella_fabaria	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae
thermicanus_aegyptius	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales Family X. Incertae Sedis
pseudogulbenkiania_subflava	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae
pseudomonas_thivervalensis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
actinokineospora_inagensis	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
armatimonas_rosea	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae
peredibacter_starrii	Bacteria	Proteobacteria	Oligoflexia	Bacteriovoracales	Bacteriovoracaceae
massilia_aerilata	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
orenia_marismortui	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae
cellulosimicrobium_funkei	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae
brachybacterium_muris	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae
desulfosporosinus_acidiphilus	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae
virgibacillus_halophilus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
intrasporangium_mesophilum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae
bacillus_safensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
butyricimonas_synergistica	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae
streptococcus_acidominimus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
chitinophaga_ginsengisoli	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae
pseudomonas_litoralis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
cohnella_soli	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
acrocarpospora_corrugata	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
collinsella_aerofaciens	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae
methanoregula_boonei	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae
nocardia_caishijiensis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
acidovorax_citrulli	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
actinoplanes_humidus	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
wohlfahrtiimonas_chitiniclastica	Bacteria	Proteobacteria	Gammaproteobacteria	None	None
streptococcus_sanguis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
methanobacterium_aarhusense	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae
brevibacillus_panacihumi	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
cytophaga_fermentans	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae
marinomonas_polaris	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae
paenibacillus_dendritiformis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
prevotella_timonensis	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
halanaerobium_praevalens	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae
xanthomonas_campestris	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
microbacterium_dextranolyticum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
sebaldella_termitidis	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae
pseudomonas_cedrina	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
pseudoxanthomonas_daejeonensis	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
streptomyces_werraensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
andreprevotia_chitinilytica	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae
corynebacterium_stationis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
myceligenerans_halotolerans	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae
paenibacillus_terrae	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
halorubrum_distributum	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
paenibacillus_taiwanensis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
weissella_ghanensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae
bacillus_seohaeanensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
dyella_ginsengisoli	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae
nocardia_brasiliensis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae
sphingopyxis_terrae	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
flavobacterium_micromati	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
mycoplasma_sualvi	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae
gordonia_bronchialis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae
anaerobaculum_hydrogeniformans	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae
clostridium_saccharolyticum	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
sphingomonas_pituitosa	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
vibrio_porteresiae	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
hirschia_maritima	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae
caryophanon_latum	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
novosphingobium_aromaticivorans	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
streptomyces_cinereospinus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
acidovorax_caeni	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
psychrobacter_aquimaris	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
thermosipho_affectus	Bacteria	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae
sphingomonas_changbaiensis	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
halomicrobium_mukohataei	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae
tatlockia_maceachernii	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
herpetosiphon_geysericola	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae
streptococcus_bovis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
pseudomonas_boreopolis	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
corynebacterium_imitans	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
psychrobacter_lutiphocae	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
streptomyces_ruber	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
haladaptatus_paucihalophilus	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae
natroniella_sulfidigena	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae
meiothermus_granaticius	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae
streptomyces_ramulosus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
microbacterium_pygmaeum	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
leptospira_meyeri	Bacteria	Spirochaetes	Spirochaetia	None	Leptospiraceae
pseudomonas_thermotolerans	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
streptomyces_enissocaesilis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
ectothiorhodospira_haloalkaliphila	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
ruegeria_mobilis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
bacillus_decolorationis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
acidianus_infernus	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae
selenomonas_sputigena	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae
cloacibacterium_normanense	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
haloactinobacterium_album	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Ruaniaceae
planobispora_longispora	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
methanogenium_frigidum	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae
janibacter_hoylei	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae
staphylococcus_lutrae	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
photorhabdus_asymbiotica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae
spiroplasma_monobiae	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae
granulosicoccus_coccoides	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Granulosicoccaceae
arthrobacter_aurescens	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
sphaerotilus_hippei	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	None
paenibacillus_tianmuensis	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
alicyclobacillus_kakegawensis	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae
paenibacillus_naphthalenovorans	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
achromobacter_denitrificans	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae
xenophilus_aerolatus	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
desulfovibrio_vietnamensis	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
rugosimonospora_acidiphila	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
desulfocapsa_thiozymogenes	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
bacillus_murimartini	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
leptospira_borgpetersenii	Bacteria	Spirochaetes	Spirochaetia	None	Leptospiraceae
plantactinospora_mayteni	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
psychrobacter_alimentarius	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
mycoplasma_orale	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae
shigella_sonnei	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae
microlunatus_aurantiacus	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae
mannheimia_glucosida	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae
sphingomonas_astaxanthinifaciens	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
arenibacter_troitsensis	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
bacillus_sporothermodurans	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
xanthobacter_autotrophicus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae
streptomyces_cinnamonensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
nesterenkonia_halobia	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
clostridium_kluyveri	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
deinococcus_reticulitermitis	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae
mesorhizobium_huakuii	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
salimicrobium_halophilum	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
clostridium_populeti	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
bacillus_beijingensis	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
methanoregula_formicica	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae
salinisphaera_shabanensis	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae
hwanghaeicola_aestuarii	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
flavobacterium_chungbukense	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
pediococcus_damnosus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
actinotalea_fermentans	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae
gordonia_hirsuta	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae
sphingobium_scionense	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae
pseudomonas_stutzeri	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
flexithrix_dorotheae	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
streptomyces_macrosporus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
arthrobacter_kerguelensis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
streptomyces_albosporeus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
deinococcus_misasensis	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae
tetrasphaera_jenkinsii	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae
ochrobactrum_thiophenivorans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae
amycolatopsis_alba	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
streptomyces_thioluteus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
thermococcus_gammatolerans	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae
verrucomicrobium_spinosum	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae
halorubrum_trapanicum	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae
legionella_birminghamensis	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae
blastochloris_viridis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae
streptomyces_pluricolorescens	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
pseudomonas_halophila	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
salegentibacter_mishustinae	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
spirochaeta_bajacaliforniensis	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae
nocardioides_marinus	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
pyrodictium_abyssi	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae
azorhizobium_doebereinerae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae
acidocella_facilis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
moritella_japonica	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae
lactobacillus_alimentarius	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
streptomyces_purpurascens	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
pseudoteredinibacter_isoporae	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
bacillus_siralis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
cellvibrio_vulgaris	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
bacillus_azotoformans	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
amycolicicoccus_subflavus	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
janibacter_alkaliphilus	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae
arhodomonas_aquaeolei	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
alkaliphilus_peptidifermentans	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae
desulfovibrio_carbinoliphilus	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
pediococcus_stilesii	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
brackiella_oedipodis	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae
herbaspirillum_hiltneri	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae
amphibacillus_jilinensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
paenibacillus_peoriae	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
streptomyces_misionensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
planomonospora_parontospora	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae
streptomyces_rubidus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
alishewanella_jeotgali	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae
flavobacterium_lindanitolerans	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
lactobacillus_farraginis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
streptomyces_griseoincarnatus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
actinopolyspora_alba	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae
ochrobactrum_pituitosum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae
salegentibacter_salegens	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
microcella_putealis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
sulfitobacter_dubius	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
clostridium_sphenoides	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
mycobacterium_lacus	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae
actinopolymorpha_rutila	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
bacillus_ginsengi	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae
salinicoccus_kunmingensis	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae
streptomyces_yunnanensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
lysobacter_soli	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae
zhihengliuella_alba	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
dietzia_kunjamensis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae
anaerobiospirillum_succiniciproducens	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae
flavobacterium_frigidimaris	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
cellvibrio_japonicus	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
phycicoccus_dokdonensis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae
leucobacter_denitrificans	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae
tetrasphaera_australiensis	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae
campylobacter_canadensis	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae
spiroplasma_helicoides	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae
pectobacterium_atrosepticum	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae
vibrio_halioticoli	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae
salinispora_arenicola	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
syntrophobacter_sulfatireducens	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae
chondromyces_robustus	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae
pseudoxanthobacter_soli	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae
acetomicrobium_faecale	Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae
paenibacillus_sophorae	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae
moraxella_canis	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
yuhushiella_deserti	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
ewingella_americana	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae
bacillus_aminovorans	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
saccharomonospora_saliphila	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae
streptomyces_roseofulvus	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
bifidobacterium_bombi	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae
dyella_soli	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae
hydrogenophaga_atypica	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
aerococcus_suis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae
aeromonas_taiwanensis	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae
streptomyces_iranensis	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae
flavobacterium_swingsii	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
beijerinckia_mobilis	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae
actinobacillus_scotiae	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae
corynebacterium_cystitidis	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae
methanosphaerula_palustris	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae
catenuloplanes_japonicus	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
marmoricola_scoriae	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae
bacteroides_salyersiae	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
pantoea_dispersa	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae
spiroplasma_diminutum	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae
chryseobacterium_taeanense	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
lactobacillus_spicheri	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
carnobacterium_pleistocenium	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae
moraxella_equi	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae
pseudoalteromonas_spiralis	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae
rothia_mucilaginosa	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae
roseovarius_tolerans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae
pseudomonas_mucidolens	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae
alkalibacillus_flavidus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
bacillus_aidingensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
catelliglobosispora_koreensis	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae
lactobacillus_ceti	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
cryptobacterium_curtum	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
bacillus_lehensis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae
aminobacter_aminovorans	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae
anaerosporobacter_mobilis	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
bartonella_koehlerae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae
starkeya_novella	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae
halomonas_alimentaria	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae
acetobacter_nitrogenifigens	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae
desulfomicrobium_escambiense	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae
weissella_beninensis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae
flavonifractor_plautii	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
